,Company_Name,Location,Industry,Investor,Amount,Funding_Stage,Year
1018,Keito,Pune,AI,Suma Soft Pvt Ltd,160000.0,Seed Round,2020
1019,Klub,Bengaluru,Fintech,Sequoia Surge,2000000.0,Pre seed round,2020
1020,Aadhar,Mumbai,Ecommerce,"Sprout Venture Partners, JITO Angel Network, LetsVenture",,Seed Round,2020
1021,IncubateHub,Bengaluru,Tech hub,Venture Catalysts,,,2020
1022,Rage Coffee,Delhi,FMCG,Refex Capital,,,2020
1023,Skilancer,Noida,Technology,Venture Catalysts,,,2020
1024,Harappa Education,Delhi,Edtech,James Murdoch-led Lupa Systems,,,2020
1025,Rheo,Unknown,Entertainment,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,,2020
1026,Axio Biosolutions,Bangalore,Medtech,Omidyar Network India,5200000.0,Series B,2020
1027,Techbooze,Delhi,Consultancy,Space Capital,15000000.0,Series A,2020
1028,PayMart,Chandigarh,Fintech,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",,,2020
1029,Testbook,Gurugram,Edtech,Iron Pillar,8400000.0,Series B,2020
1030,FabAlley,Noida,Ecommerce,Trifecta Capital,1100000.0,,2020
1031,HaikuJAM,Unknown,,"Lightbox. Social Capital, Dunce Capital",3400000.0,,2020
1032,Mamaearth,Gurugram,Ecommerce,Sequoia India,18300000.0,Series A,2020
1033,Rentomojo,Unknown,Rental,GMO Payment Gateway,2000000.0,,2020
1034,Zomato,Unknown,Foodtech,Ant Financial,150000000.0,,2020
1035,Byju,Unknown,Edtech,Tiger Global,200000000.0,,2020
1036,Generico,Mumbai,Pharmacy,Alteria Capital,1400000.0,,2020
1037,HighRadius,Hyderabad,SaaS,ICONIQ Capital,125000000.0,Series B,2020
1038,Chai Kings,Chennai,Beverage,The Chennai Angels (TCA),1000000.0,,2020
1039,Rivigo,Gurugram,Logistics,Trifecta Capital,3400000.0,Series F,2020
1040,BuildPan,Indore,SaaS,"HNIs in India, Japan, and the US",,Seed Round,2020
1041,Shiksha,Unknown,Edtech,Mumbai Angels Network,181000.0,,2020
1042,Super Surfaces,Hyderabad,Deisgning,Vishnu Reddy,500000.0,Series A,2020
1043,Quicko,Ahmedabad,Taxation,"Zerodha fintech fund, Rainmatter",280000.0,,2020
1044,Satin Creditcare,Gurgaon,Fintech,Austrian Bank,15000000.0,,2020
1045,XpressBees,Unknown,Logistics,Alibaba,10000000.0,,2020
1046,FarmERP,Pune,Agritech,TechnoGen,,Series A,2020
1047,Wealth Bucket,Unknown,Fintech,"NorthStar, Vinod Khatumal",3000000.0,,2020
1048,GoMechanic,Delhi,Automobile Technology,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020
1049,Fashor,Chennai,Fashion,Sprout venture partners,1000000.0,Pre Series A,2020
1050,Leverage Edu,Delhi,Edtech,"DSG Consumer Partners, Blume Ventures",1500000.0,,2020
1051,EpiFi,Bangalore,Fintech,"Sequoia India, Ribbit Capital",13200000.0,Seed Round,2020
1052,Purplle,Mumbai,Cosmetics,Verlinvest,8000000.0,,2020
1053,Shuttl,Delhi,Transport,SIG Global India Fund LLP.,8043000.0,Series C,2020
1054,Pando,Chennai,Logitech,Chiratae Ventures,9000000.0,Series A,2020
1055,Unbox Robotics,Bangalore,AI startup,"BEENEXT, Entrepreneur First","$1,200,000",Pre-series A,2021
1056,upGrad,Mumbai,EdTech,"Unilazer Ventures, IIFL Asset Management","$120,000,000",,2021
1057,Lead School,Mumbai,EdTech,"GSV Ventures, Westbridge Capital","$30,000,000",Series D,2021
1058,Bizongo,Mumbai,B2B E-commerce,"CDC Group, IDG Capital","$51,000,000",Series C,2021
1059,FypMoney,Gurugram,FinTech,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal","$2,000,000",Seed,2021
1060,Urban Company,Delhi,Home services,Vy Capital,"$188,000,000",,2021
1061,Comofi Medtech,Bangalore,HealthTech,"CIIE.CO, KIIT-TBI","$200,000",,2021
1062,Qube Health,Mumbai,HealthTech,Inflection Point Ventures,Undisclosed,Pre-series A,2021
1063,Vitra.ai,Bangalore,Tech Startup,Inflexor Ventures,Undisclosed,,2021
1064,Taikee,Mumbai,E-commerce,,"$1,000,000",,2021
1065,Fitterfly,Mumbai,HealthTech,"9Unicorns Accelerator Fund, Metaform Ventures","$3,000,000",Pre-series A,2021
1066,FreeStand,Delhi,B2B service,"SucSEED Indovation, IIM Calcutta Innovation Park","$100,000",,2021
1067,MyDentalPlan,Bangalore,Helathcare,Safe Planet Medicare,"$700,000",Seed,2021
1068,Freyr Energy,Hyderabad,Renewable Energy,"Impact Partners, C4D Partners","$2,000,000",,2021
1069,DealShare,Jaipur,E-commerce,"Tiger Global Management, InnoVen Capital","$9,000,000",,2021
1070,Tessolve,Bangalore,Electronics,Novo Tellus Capital,"$40,000,000",,2021
1071,Smart Joules,Delhi,Renewable Energy,"Raintree Family Office, ADB arm","$49,000,000",,2021
1072,ORAI,Bangalore,IT startup,Inflection Point Ventures,"$400,000",Pre-series A,2021
1073,ixamBee,Delhi,EdTech,"Mumbai Angels, Narendra Shyamsukha","$300,000",Seed,2021
1074,CoinSwitch Kuber,Bangalore,FinTech,"Paradigm, Kunal Shah","$25,000,000",Series B,2021
1075,Razorpay,Bangalore,FinTech,"Matrix Partners India, GIC","$160,000,000",Series E,2021
1076,Uable,Bangalore,EdTech,"Chiratae Ventures, JAFCO Asia",Undisclosed,Seed,2021
1077,ZFW Hospitality,Delhi,Food & Beverages,"Mumbai Angels Network, Expert DOJO","$150,000",Pre-seed,2021
1078,Optimized Electrotech,Ahmadabad,Aeorspace,GVFL,"$1,800,000",Pre-series A,2021
1079,Northern Arc,Chennai,FinTech,"Kotak Mahindra Bank, FMO","$5,000,000",,2021
1080,Chara,Bangalore,Deep Tech,Kalaari Capital,"$850,000",Seed,2021
1081,Sirona Hygiene,Delhi,HealthTech,"NB Ventures, IAN Fund","$3,000,000",Series A,2021
1082,Pristyn Care,Gurugram,HealthTech,"Sequoia Capital India, Hummingbird Ventures","$53,000,000",Series D,2021
1083,TrulyMadly,Delhi,Dating,"Gaurav Munjal, Snehil Khanor","$2,000,000",Pre-series A,2021
1084,Vidyakul,Gurugram,EdTech,"JITO Angel Network, SOSV","$500,000",Seed,2021
1085,Jambox Games,Bangalore,Gaming,,"$1,100,000",Seed,2021
1086,Miko,Mumbai,Robotics,"Chiratae Ventures, YourNest Venture Capital","$6,000,000",,2021
1087,SuperK,Andhra Pradesh,Retail,STRIVE VC,"$800,000",Seed,2021
1088,TagZ Foods,Bangalore,Food,Venture Catalysts,"$500,000",Pre-series A,2021
1089,Fuel Buddy,Delhi,Oil and Energy,Jaipuria Family Office,"$1,000,000",,2021
1090,M1xchange,Gurugram,FinTech,Amazon,"$10,000,000",,2021
1091,Spintly,Goa,Tech Startup,Riso Capital,"$500,000",,2021
1092,EF Polymer,Rajsamand,AgriTech,MTG Ventures,"$200,000",,2021
1093,boAt,Delhi,Electronics,"Qualcomm Ventures, Warburg Pincus","$6,000,000",,2021
1094,TruNativ,Mumbai,Food & Beverages,9Unicorns,Undisclosed,Seed,2021
1095,iBus,Bangalore,Telecommuncation,Morgan Stanley,"$21,000,000",,2021
1096,Puresh Daily,Ranchi,Milk startup,"Alfa Ventures, Agility Venture Partners","$100,000",Seed,2021
1097,LearnVern,Ahmadabad,EdTech,,"$1,000,000",,2021
1098,LimeChat,Faridabad,AI Chatbot,"Stellaris Venture Partners, Ramakant Sharma","$7,500,000",Seed,2021
1099,Dybo,Bangalore,IT,Spanache,"$100,000",Seed,2021
1100,moEVing,Gurugram,Logistics,,"$1,000,000",Seed,2021
1101,WeWork India,Bangalore,Hospitality,,"$26,000,000",,2021
1102,Solethreads,Gurugram,Fashion,"DSG Consumer Partners, Saama Capital","$1,000,000",Series A,2021
1103,Beldara,Mumbai,E-commerce,Hindustan Media Ventures,"$7,400,000",,2021
1104,CredFlow,Delhi,FinTech,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures","$2,000,000",Seed,2021
1105,Do Your Thng,Gurugram,Marketing,"Angelbay Holdings, Faad Network","$1,500,000",,2021
1106,Oye Rickshaw,Gurugram,Transportation,"Alteria Capital, Chiratae Ventures","$3,000,000",,2021
1107,Legitquest,Delhi,LegalTech,"WaterBridge Ventures, Info Edge","$600,000",,2021
1108,Swiggy,Bangalore,Food delivery,"Carmignac, Falcon Edge Capital","$800,000,000",,2021
1109,AntWak,Bangalore,EdTech,"Vaibhav Domkundwar, Kunal Shah",Undisclosed,Seed,2021
1110,PlayShifu,Bangalore,EdTech,"Chiratae Ventures, Bharat Innovation Fund","$17,000,000",Series B,2021
1111,Pitstop,Bangalore,Automotive,"Acko Technology, Services, LetsVenture","$3,500,000",Pre-series B,2021
1112,Lendingkart,Gujarat,FinTech,"Bertelsmann India Investments, Fullerton Financial Holdings","$15,000,000",Debt,2021
1113,CRED,Bangalore,FinTech,"Dragoneer Investment Group, Tiger Global Management","$215,000,000",Series D,2021
1114,Karnival,Bangalore,SaaS startup,http://100x.vc/,"$2,500,000",Seed,2021
1115,PharmEasy,Mumbai,HealthTech,"TPG Growth, Caisse de Depot et Placement du Quebec","$350,000,000",Series E,2021
1116,WESS,Mumbai,Renewable Energy,Centrum Financial Services,"$2,000,000",Seed,2021
1117,ShopSe,Mumbai,FinTech,"Chiratae Ventures, BEENEXT","$5,500,000",,2021
1118,Fantasy Akhada,Gurugram,Fantasy sports,Harsha Bhogle,"$600,000",,2021
1119,Rage Coffee,Delhi,Food & Beverages,"GetVantage, Prakash Katama",Undisclosed,Pre-series A,2021
1120,Groww,Bangalore,FinTech,"Tiger Global Management, Y Combinator Continuity Fund","$83,000,000",Series D,2021
1121,Avanti Finance,Bangalore,FinTech,Michael & Susan Dell Foundation,"$26,000,000",Series A,2021
1122,Kudos,Pune,FinTech,Marquee fintech founders,Undisclosed,Pre-series A,2021
1123,OfBusiness,Gurugram,FinTech,"Falcon Edge India, Norwest Venture Partners","$110,000,000",,2021
1124,Superpro.ai,Bangalore,Video communication,"SOSV, Omphalos Ventures India","$3,000,000",Seed,2021
1125,ShareChat,Bangalore,Social Media,"Twitter Ventures, Pawan Munjal","$500,000,000",,2021
1126,WiT-ACE,Gurugram,Skill development,CitiusTech,"$1,000,000",Seed,2021
1127,Spinny,Gurugram,Retail,"Arena Holdings, Think Investments","$65,000,000",Series C,2021
1128,Alteria Capital,Mumbai,FinTech,,"$150,000,000,000",Debt,2021
1129,Safexpay,Thane,FinTech,"T Choithrams BVI, Ardor","$6,000,000",,2021
1130,PumPumPum,Gurugram,Rental,"Kogta Financial India Limited, ICICI Bank","$700,000",Pre-series A,2021
1131,Speciale Invest,Bangalore,FinTech,,"$10,000,000",,2021
1132,Eunimart,Hyderabad,E-commerce,"SucSEED Venture Partners, TMT Connekt","$700,000",Pre-series A,2021
1133,Meesho,Bangalore,E-commerce,"SAIF Partners, Venture Highway","$300,000,000",,2021
1134,CareerLabs,Bangalore,EdTech,Global Founders Capital,"$2,200,000",,2021
1135,Uable,Bangalore,EdTech,"JAFCO Asia, Chiratae Ventures","$35,000,000",Pre-series A,2021
1136,Zoko,Bangalore,Tech Startup,Y Combinator,"$140,000,000",Seed,2021
1137,GetWork,Gurugram,Recruitment,Artha Venture Fund,"$200,000",Seed,2021
1138,Easebuzz,Pune,E-commerce,"Jitendra Gupta, Amrish Rau","$4,000,000",Series A,2021
1139,Chingari,Bangalore,Social Media,"FJ Labs, Brian Norgard","$13,000,000",,2021
1140,DusMinute,Bangalore,Retail,Indian Angel Network,"$1,100,000",Pre-series A,2021
1141,Onsurity,Bangalore,HealthCare,"Jitendra Gupta, Harsh Shah",,,2021
1142,Karbon Card,Bangalore,FinTech,Y Combinator,$Undisclosed,,2021
1143,Factors.AI,Bangalore,SaaS startup,"Elevation Partners, Emergent Ventures",$2000000,,2021
1144,Elevar,Mumbai,Sports,"Kalaari Capital, Dream Capital",$2000000,,2021
1145,Studio Sirah,Bangalore,Computer Games,Lumikai,$800000,,2021
1146,OTO Capital,Mumbai,FinTech,Matrix Partners India,$6000000,,2021
1147,1Bridge,Bangalore,Consumer Goods,C4D Partners,$2500000,,2021
1148,Skeps,Gurugram,FinTech,Bertelsmann India,$9500000,,2021
1149,Curefoods,Bangalore,Food & Beverages,"Iron Pillar, Nordstar, Binny Bansal",$13000000,,2021
1150,TartanSense,Bangalore,Information Technology,"FMC, Omnivore, Blume Ventures",$5000000,,2021
1151,Bewakoof,Mumbai,Apparel & Fashion,InvestCorp,$8000000,,2021
1152,Kirana247,Delhi,Logistics & Supply Chain,,$1000000,,2021
1154,NeoDocs,Mumbai,Healthtech,"Y Combinator, 9Unicorns, Titan Capital",$Undisclosed,,2021
1155,IsGoingOnline,Cochin,Retail,"Unicorn India Ventures, SEA Fund, Devdatt Shah",$200000,,2021
1156,Camp K12,Gurugram,EdTech,"Matrix Partners India, Elevation Capital",$12000000,,2021
1157,Elda Health,Bangalore,Healthcare,"Avaana Capital, Orios Ventures",$1500000,,2021
1158,Sporjo,Mumbai,SportsTech,Punit Balan,$2000000,,2021
1159,Advantage Club,Mumbai,HRTech,"Y Combinator, Broom Ventures, Kunal Shah",$1700000,,2021
1160,SuperGaming,Pune,Gaming,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",$5500000,,2021
1161,Ruptok,Delhi,FinTech,Eclear Leasing,$1000000,,2021
1163,TartanSense,Bangalore,Information Technology,"FMC, Omnivore, Blume Ventures",$5000000,Series A,2021
1165,Kirana247,Delhi,Logistics & Supply Chain,,$1000000,Pre-series A,2021
1167,NeoDocs,Mumbai,Healthtech,"Y Combinator, 9Unicorns, Titan Capital",$Undisclosed,Pre-seed,2021
1168,IsGoingOnline,Cochin,Retail,"Unicorn India Ventures, SEA Fund, Devdatt Shah",$200000,Pre-series A,2021
1169,Camp K12,Gurugram,EdTech,"Matrix Partners India, Elevation Capital",$12000000,Series A,2021
1170,Elda Health,Bangalore,Healthcare,"Avaana Capital, Orios Ventures",$1500000,Seed,2021
1171,Sporjo,Mumbai,SportsTech,Punit Balan,$2000000,Pre-series A,2021
1173,SuperGaming,Pune,Gaming,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",$5500000,Series A,2021
1175,O’ Be Cocktails,Bangalore,Wine & Spirits,"First Cheque, Letsventure",$400000,,2021
1176,Zetwerk,Bangalore,Mechanical & Industrial Engineering,,$150000000,Series E,2021
1177,AppsForBharat,Bangalore,Spiritual,"Sequoia Capital India, BEENEXT",$4000000,Seed,2021
1178,Imagimake,Mumbai,Consumer Goods,Velocity,$Undisclosed,,2021
1179,Khatabook,Bangalore,Financial Services,"Tribe Capital, Moore Strategic Ventures (MSV)",$100000000,Series C,2021
1180,Smytten,Gurugram,Consumer Goods,Fireside Ventures,$6000000,Series A,2021
1181,Syook,Bangalore,Industrial Automation,"Inflection Point Ventures, ONGC",$1000000,Series A,2021
1182,Akudo,Bangalore,FinTech,"Y Combinator, Incubate Fund India",$Undisclosed,Pre-seed,2021
1183,NOTO,Mumbai,Consumer Goods,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",$500000,Pre-series A,2021
1184,Lumiq,Noida,Information Technology,Info Edge Ventures,$2000000,Seed,2021
1185,CommerceUp,Gurugram,Information Technology,NB Ventures,$Undisclosed,Seed,2021
1186,Breathe Well-being,Gurugram,Health,Accel,$5500000,Series A,2021
1187,Hike,Delhi,Information Technology,"Binny Bansal, Kunal Shah",$Undisclosed,,2021
1188,House of Kieraya,Bangalore,Lifestyle,TradeCred,$15000000,,2021
1189,goEgoNetwork,Pune,Automotive,,$2000000,,2021
1190,Probus,Delhi,IoT,Unicorn India Ventures,$500000,Bridge,2021
1191,DrinkPrime,Bangalore,Consumer Goods,"UC Inclusive Credit, Western Capital",$1000000,,2021
1192,Smart Express,Mumbai,Logistics,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",$10000000,Seed,2021
1193,Smallcase,Bangalore,FinTech,Faering Capital,$40000000,Series C,2021
1194,SATYA MicroCapital,Delhi,Banking,"responsAbility Investments, Blue Orchard",$10000000,,2021
1195,Snack Amor,Mumbai,Food & Beverages,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",$Undisclosed,,2021
1196,Postman,Bangalore,Computer software,"CRV, Nexus Venture Partners",$225000000,Series D,2021
1197,Hashnode,Bangalore,Computer software,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",$6700000,Series A,2021
1198,RACEnergy,Hyderabad,Automotive,"Micelio Fund, growX ventures",$1300000,Seed+,2021
1199,BharatPe,Delhi,FinTech,"IIFL Wealth, Asset Management, Northern Arc Capital",$20000000,Debt,2021
1200,Gyde,Pune,Computer software,"Better Capital, Ashish Achrekar",$250000,Seed,2021
1201,BatteryPool,Pune,Automotive,IAN,$Undisclosed,Seed,2021
1202,AgNext,Chandigarh,AgriTech,Alpha Wave Incubation,$21000000,Series A,2021
1203,Xpresslane,Bangalore,Tech startup,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",$400000,Pre-seed,2021
1204,LoanKuber,Delhi,Digital mortgage,,$1200000,Pre-series A,2021
1205,OYO,Gurugram,Hospitality,Microsoft,$5000000,Series F2,2021
1206,Rapido,Bangalore,Information Technology & Services,"Shell Ventures, Yamaha, Kunal Shah",$52000000,,2021
1207,YPay,Noida,FinTech,We Founder Circle,$400000,,2021
1208,SleepyCat,Mumbai,Furniture,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",$3800000,,2021
1209,Ultrahuman,Bangalore,Healthcare,Tiger Global’s Scott Schleifer,$17500000,,2021
1210,UpScalio,Gurugram,E-commerce,,$42000000,,2021
1211,Yellow Class,Gurugram,EdTech,Elevation Capital,$6000000,,2021
1212,Yojak,Gurugram,B2B marketplace,Info Edge Ventures,$3800000,,2021
1213,CreatorStack,Bangalore,Computer software,Accel,$2000000,,2021
1214,Expertrons,Mumbai,EdTech,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",$2300000,,2021
1215,Rage Coffee,Delhi,Food & Beverages,Sixth Sense Ventures,$5000000,,2021
1216,Klub,Bengaluru,Financial Services,"9Unicorns, Sequoia Capital India’s Surge",$20000000,,2021
1217,Navia Life Care,Delhi,Healtcare,"Anicut Angel Fund, 9 Unicorns",$1000000,,2021
1218,1K Kirana Bazaar,Gurugram,Retail,"Info Edge, FalconEdge",$7000000,,2021
1219,Zupee,Gurugram,Gaming,"WestCap Group, Tomales Bay Capital",$30000000,,2021
1220,Locale.ai,Bangalore,Location Analytics,"Chiratae Ventures, Better Capital",$1000000,,2021
1221,VerSe Innovation,Bangalore,Media,"Siguler Guff, Baillie Gifford",$450000000,,2021
1222,MetroRide,Bangalore,Transportation,,$Undisclosed,,2021
1223,Miko,Mumbai,Consumer Electronics,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",$28000000,,2021
1224,Whiz League,Delhi,EdTech,ITI Growth Opportunities,$300000,,2021
1225,Hash,Delhi,Tobacco,Amrac Investment Trust,$3500000,,2021
1226,Unacademy,Bangalore,EdTech,Bhavin Turakhia,$Undisclosed,,2021
1227,Log 9 Materials,Bangalore,Deeptech,Amara Raja Batteries,$8500000,Series A+,2021
1228,upGrad,Mumbai,EdTech,India Infoline Finance,$25000000,,2021
1229,FlashPrep,Bangalore,EdTech,Venture Highway,$500000,Pre-seed,2021
1230,Kenko Health,Mumbai,Insuretech,"BEENEXT, Orios",$1700000,Pre-series A,2021
1231,Wiz Freight,Chennai,Logistics & Supply Chain,Axilor,$3500000,Seed,2021
1232,Credgenics,Delhi,Financial Services,"Westbridge Capital, Tanglin Venture Partners",$25000000,Series A,2021
1233,BlueLearn,Goa,EdTech,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",$400000,Pre-seed,2021
1234,NimbleBox.ai,Chennai,MLOps platform,Venture Catalysts,$1000000,Seed,2021
1235,Pickrr,Gurugram,Logistics & Supply Chain,"IIFL, Amicus Capital, Ananta Capital",$12000000,Series B,2021
1236,Stellaris Venture Partners,Bangalore,Venture Capital,,$225000000,,2021
1237,Grip Invest,Gurugram,Financial Services,"Venture Highway, Endiya Partners",$3000000,Series A,2021
1238,Heads Up For Tails,Delhi,Pet care,"Verlinvest, Sequoia Capital India",$37000000,Series A,2021
1239,Blue Tokai Coffee Roasters,Delhi,Food & Beverages,Anicut Angel Fund,$2000000,Pre-series B,2021
1240,Neeman,Hyderabad,Consumer Goods,Sixth Sense Ventures,$2000000,Series A,2021
1241,BharatPe,Delhi,FinTech,Tiger Global,$370000000,Series E,2021
1242,GoSats,Bangalore,FinTech,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",$700000,Seed,2021
1243,StockGro,Bangalore,FinTech,"Roots Ventures, Velo Partners",$5000000,Pre-series A,2021
1244,Onsurity,Bangalore,Healthcare,Nexus Venture Partners,$16000000,Series A,2021
1245,Khabri,Gurugram,Media,,$2000000,Pre-series A,2021
1246,Celcius,Mumbai,Logistics,"Mumbai Angels Network, Huddle, Lumis Partners",$500000,,2021
1247,AyuRythm,Bangalore,Healthcare,SucSEED Indovation Fund,$Undisclosed,Seed,2021
1248,Enguru,Bangalore,EdTech,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",$Undisclosed,Pre-series A,2021
1249,Rocket Skills,Gurugram,EdTech,"Better Capital, First Cheque, Titan Capital",$200000,Pre-seed,2021
1250,RenewBuy,Gurugram,FinTech,Evolvence Capital,$10000000,Series C,2021
1251,Faarms,Bangalore,AgriTech,,$2000000,Seed,2021
1252,UrbanMatrix Technologies,Chennai,Drone,SARA ELGI,$100000,,2021
1253,Jupiter,Mumbai,Banking,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",$44000000,Series B,2021
1254,Pixuate,Bangalore,Deeptech,SucSEED Indovation Fund,$1000000,Seed,2021
1255,Playo,Bangalore,SportsTech,ah! Ventures High Tables,$500000,Pre-series A,2021
1256,Toothsi,Mumbai,Health,"Eight Roads Ventures, Think Investments, Mankekar Family Office",$20000000,Series B,2021
1257,Soothe Healthcare,Delhi,Consumer Goods,A91 Partners,$10000000,Series C,2021
1258,Goodmeetings,Bangalore,Computer software,Chiratae Ventures,$1700000,Series A,2021
1259,Apnaklub,Bangalore,Wholesale,Sequoia’s Surge,$3500000,Seed,2021
1260,ChefKart,Gurugram,Consumer Goods,"Lead Angels, Titan Capital, Pravega Ventures",$300000,Pre-seed,2021
1261,Fashinza,Gurugram,Apparel & Fashion,"Accel Partners, Elevation Capital",$20000000,Series A,2021
1262,Fabheads,Chennai,Industrial Automation,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",$Undisclosed,Pre-series A,2021
1263,QuickShift,Pune,Logistics & Supply Chain,"Anicut Angel Fund, Axilor Ventures",$770000,Seed,2021
1264,StackBOX,Bangalore,Logistics & Supply Chain,"Ecosystem Ventures, CMM group",$1200000,,2021
1265,MedPrime Technologies,Thane,Healthcare,"Mumbai Angels Network, Social Alpha",$Undisclosed,Seed,2021
1266,infra.market,Thane,Construction,Tiger Global,$125000000,Series D,2021
1267,CollegeDekho,Gurgaon,E-learning,"Disrupt ADQ, QIC",$35000000,Series B,2021
